Probe_ID,Symbol,Entrez_Gene_ID,Chromosome,Cytoband
ILMN_1653428,SPINK9,643394,5,5q33.1a
ILMN_1653429,SLC35A3,23443,1,1p21.2a
ILMN_1653432,HNRPDL,NA,4,
ILMN_1653434,DMD,1756,X,Xp21.2a-p21.1d
ILMN_1653437,LOC642360,642360,7,
ILMN_1653438,PHF14,9678,7,7p21.3b
ILMN_1653443,CDK2,1017,12,12q13.2c
ILMN_1653447,PSORS1C2,170680,6,6p21.33a
ILMN_1653453,MID1,4281,X,Xp22.2
ILMN_1653458,LOC648840,648840,,
ILMN_1653459,IL11RA,3590,9,9p13.3c
ILMN_1653461,MGC48628,401145,4,4q22.1d-q22.1e
ILMN_1653463,SULT1C3,442038,2,2q12.3c
ILMN_1653466,HES4,57801,1,1p36.33b
ILMN_1653468,LOC653145,653145,10,10q11.22b
ILMN_1653469,RPL12,6136,9,9q33.3b
ILMN_1653470,KLC2,64837,,11q13.1e
ILMN_1653471,CDY1,9085,Y,Yq11.23b
ILMN_1653480,KENAE,202243,5,5q13.2a
ILMN_1653494,S100A1,6271,1,1q21.3d
ILMN_1653496,GLUL,2752,1,1q25.3c
ILMN_1653498,IGSF6,10261,16,16p12.2a
ILMN_1653500,LOC649902,649902,,
ILMN_1653501,SEMA3B,7869,3,3p21.31b
ILMN_1653504,EDG1,1901,1,1p21.2a
ILMN_1653506,LOC442015,442015,,
ILMN_1653514,RBBP4,5928,1,1p35.1b
ILMN_1653524,SIKE,80143,1,1p13.2a
ILMN_1653527,LOC648358,648358,,
ILMN_1653529,TEX10,54881,9,9q31.1a
ILMN_1653553,C14orf80,283643,14,14q32.33d
ILMN_1653562,LOC728957,728957,8,8p23.1a
ILMN_1653566,LOC391282,391282,21,21q22.2a
ILMN_1653567,LOC651308,651308,,
ILMN_1653572,LOC647529,647529,,
ILMN_1653573,LOC644846,644846,X,
ILMN_1653575,IL18BP,10068,11,11q13.4a
ILMN_1653577,C21orf41,NA,21,
ILMN_1653578,XYLT1,64131,16,16p12.3c
ILMN_1653579,LOC401845,401845,16,
ILMN_1653583,LOC728601,728601,9,9p11.2d
ILMN_1653591,TRIM40,135644,6,6p21.33b
ILMN_1653599,ATP5D,513,19,19p13.3i
ILMN_1653601,LOC646144,646144,7,
ILMN_1653603,LOC645084,645084,10,10q21.3a
ILMN_1653607,TXNDC2,84203,18,18p11.22b
ILMN_1653612,KCTD9,54793,8,8p21.2c
ILMN_1653613,PIGO,84720,9,9p13.3b
ILMN_1653615,FLJ34969,201627,,3p14.3a
ILMN_1653618,ZZZ3,26009,1,1p31.1e
ILMN_1653622,LOC648716,648716,,
ILMN_1653628,LOC652641,652641,,
ILMN_1653636,LOC644856,644856,X,
ILMN_1653646,UBL7,84993,15,15q24.1b
ILMN_1653648,GPR63,81491,6,6q16.1f
ILMN_1653650,LOC641948,641948,,
ILMN_1653652,PTPRC,5788,1,1q31.3d
ILMN_1653660,LOC642947,642947,,9q21.13c
ILMN_1653665,TTN,7273,2,2q31.2b
ILMN_1653666,KLHL7,55975,7,7p15.3b
ILMN_1653667,LOC643423,643423,21,
ILMN_1653670,CUL3,8452,2,2q36.2a
ILMN_1653678,DTX4,23220,11,11q12.1c
ILMN_1653687,GALNT9,50614,12,12q24.33c
ILMN_1653704,IL9,3578,5,5q31.1f
ILMN_1653708,CORO1B,57175,11,11q13.1f
ILMN_1653709,TIMM9,26520,14,14q23.1b
ILMN_1653711,FZD2,2535,17,17q21.31c
ILMN_1653712,UAP1L1,91373,9,9q34.3e
ILMN_1653716,LOC645565,645565,,6q24.2a
ILMN_1653718,ZFAND2B,130617,2,2q35f
ILMN_1653719,ITGBL1,9358,13,13q33.1a
ILMN_1653724,LOC648716,648716,,
ILMN_1653728,ERBB4,2066,2,2q34c-q34e
ILMN_1653730,OXCT2,64064,1,1p34.2d
ILMN_1653738,INTS4,92105,11,11q14.1a
ILMN_1653742,FAM48B1,170067,X,Xp22.11a
ILMN_1653744,LOC643927,643927,9,
ILMN_1653745,LOC727958,727958,9,9p12a
ILMN_1653748,CST11,140880,20,20p11.21c
ILMN_1653750,SOX10,6663,22,22q13.1b
ILMN_1653760,LOC651430,651430,4,4q35.2a
ILMN_1653761,MYCN,4613,2,2p24.3a
ILMN_1653762,NRSN1,140767,6,6p22.2c
ILMN_1653766,CCL24,6369,7,7q11.23e
ILMN_1653768,LOC641733,641733,,
ILMN_1653771,WDR63,126820,1,1p22.3e
ILMN_1653783,MLC1,23209,22,22q13.33a
ILMN_1653786,LOC644887,644887,11,
ILMN_1653787,LOC341604,341604,,13q33.3a
ILMN_1653788,RNF208,727800,9,9q34.3f
ILMN_1653793,PDPK1,5170,16,16p13.3d
ILMN_1653794,C6orf160,387066,,6q14.3c
ILMN_1653797,C6orf62,81688,6,6p22.2b
ILMN_1653799,LOC727735,727735,17,17q12c
ILMN_1653801,LOC388282,388282,,16q13d
ILMN_1653807,LOC730760,730760,,
ILMN_1653814,HBBP1,NA,11,
ILMN_1653821,ADRA1A,148,8,8p21.2a
ILMN_1653822,NEK2,4751,1,1q32.3a
ILMN_1653824,LAMC2,3918,1,1q25.3d
ILMN_1653826,FGF13,2258,X,Xq26.3d
ILMN_1653828,CHFR,55743,12,12q24.33d
ILMN_1653829,LOC643338,643338,,15q15.1b
ILMN_1653833,LOC144776,144776,13,
ILMN_1653834,OGFOD1,55239,16,16q13a-q13b
ILMN_1653836,C11orf41,25758,11,11p13d
ILMN_1653846,WHDC1L2,440253,,15q13.1b
ILMN_1653856,STS-1,84959,11,11q24.1b
ILMN_1653861,SCMH1,22955,1,1p34.2c
ILMN_1653864,LOC644326,644326,5,
ILMN_1653865,LOC642451,642451,16,16p13.13c
ILMN_1653867,ZNF483,158399,9,9q31.3b
ILMN_1653871,NAMPT,10135,7,7q22.2c
ILMN_1653876,SPG21,51324,,15q22.31b
ILMN_1653878,CACNB2,783,10,10p12.33b
ILMN_1653879,NPTX1,4884,,17q25.3e
ILMN_1653896,ATRIP,84126,3,3p21.31e
ILMN_1653904,TXNRD2,10587,22,22q11.21c
ILMN_1653910,LOC650496,650496,,
ILMN_1653927,SNORD83A,NA,22,
ILMN_1653934,LOC650517,650517,,
ILMN_1653940,USP2,9099,11,11q23.3f
ILMN_1653945,LOC644116,644116,5,
ILMN_1653956,LOC644624,644624,,4q28.1a
ILMN_1653965,ITGB4,3691,17,17q25.1c-q25.1d
ILMN_1653980,METTL8,79828,2,2q31.1c
ILMN_1653991,LOC643344,643344,21,
ILMN_1653995,LOC390570,390570,,
ILMN_1654001,SMC6,79677,2,2p24.2b
ILMN_1654010,AGPAT3,56894,21,21q22.3c-q22.3d
ILMN_1654013,C17orf28,283987,17,17q25.1c
ILMN_1654016,MRLC2,103910,18,18p11.31e
ILMN_1654031,TPTE2,93492,13,13q12.11a
ILMN_1654032,ZER1,10444,9,9q34.11b
ILMN_1654043,LOC653539,653539,2,
ILMN_1654049,LOC442560,442560,,
ILMN_1654056,LOC642888,642888,9,9p11.2d
ILMN_1654060,MKNK2,2872,19,19p13.3h
ILMN_1654063,HYDIN,54768,16,16q22.1f-q22.3a
ILMN_1654064,LOC644334,644334,,8q11.21c
ILMN_1654065,ATOH8,84913,2,2p11.2f
ILMN_1654068,NUDT1,4521,7,7p22.2c
ILMN_1654072,CX3CL1,6376,16,16q13c
ILMN_1654073,LOC647213,647213,13,
ILMN_1654074,ITGA3,3675,17,17q21.33a
ILMN_1654099,LRIG2,9860,1,1p13.2c
ILMN_1654108,FLJ31401,NA,,
ILMN_1654109,EGFLAM,133584,5,5p13.2a-p13.1c
ILMN_1654112,PARD6A,50855,16,16q22.1b
ILMN_1654118,BCL2L1,598,20,20q11.21b
ILMN_1654129,MIA3,375056,1,1q41e
ILMN_1654137,LOC649700,649700,,
ILMN_1654141,ZDHHC20,253832,13,13q12.11b
ILMN_1654151,COX6C,1345,8,8q22.2b
ILMN_1654153,BTBD11,121551,12,12q23.3d
ILMN_1654165,SLC45A2,51151,5,5p13.3a
ILMN_1654170,HERC2P2,NA,15,
ILMN_1654171,LOC652593,652593,,
ILMN_1654185,LOC391347,391347,,
ILMN_1654187,LOC644360,644360,14,
ILMN_1654195,GCC2,9648,2,2q12.3c
ILMN_1654200,LOC653489,653489,2,2q12.2b
ILMN_1654204,DNAJC5B,85479,8,8q13.1a-q13.1b
ILMN_1654210,CD1C,911,1,1q23.1e
ILMN_1654212,DOK7,285489,4,4p16.2c
ILMN_1654217,MPP2,4355,17,17q21.31b
ILMN_1654226,LOC642591,642591,10,
ILMN_1654228,PCDHGA3,56112,5,5q31.3c
ILMN_1654240,LOC653664,653664,X,
ILMN_1654246,SIRT6,51548,19,19p13.3e
ILMN_1654249,LOC647083,647083,2,
ILMN_1654250,MRPL21,219927,11,11q13.2b
ILMN_1654261,TRPV1,7442,17,17p13.3a
ILMN_1654262,ZMAT3,64393,3,3q26.32c
ILMN_1654268,HMGB2,3148,4,4q34.1c
ILMN_1654279,LOC389888,389888,X,
ILMN_1654287,ADCY9,115,16,16p13.3c
ILMN_1654288,LOC652540,652540,,
ILMN_1654289,ELK1,2002,X,Xp11.23f
ILMN_1654313,LOC730995,730995,,
ILMN_1654317,LOC643224,643224,9,9q34.3g
ILMN_1654318,PTPN23,25930,3,3p21.31g
ILMN_1654319,HAPLN3,145864,15,15q26.1a
ILMN_1654320,LOC644250,644250,13,
ILMN_1654322,ATP1B3,483,3,3q23c
ILMN_1654323,UBE3A,7337,15,15q11.2e
ILMN_1654324,HEYL,26508,1,1p34.2d
ILMN_1654331,HOXB4,3214,17,17q21.32c
ILMN_1654336,LOC644377,644377,3,
ILMN_1654340,UGP2,7360,2,2p15a
ILMN_1654346,LOC644325,644325,4,4q35.2b
ILMN_1654354,GNAT3,346562,,7q21.11c
ILMN_1654357,ZNF24,7572,18,18q12.2a
ILMN_1654365,LOC440742,440742,1,1q44a
ILMN_1654369,LOC644224,644224,2,2q31.1f
ILMN_1654370,TESK2,10420,1,1p34.1c-p34.1b
ILMN_1654378,LOC642110,642110,,
ILMN_1654385,ASB13,79754,10,10p15.1b
ILMN_1654386,LOC283551,283551,14,14q22.1b
ILMN_1654389,LOC728744,728744,1,1p11.2a
ILMN_1654392,KIAA0323,23351,14,14q12a
ILMN_1654394,LOC648576,648576,,
ILMN_1654396,ITGB2,3689,21,21q22.3e
ILMN_1654398,RGL1,23179,1,1q25.3e
ILMN_1654402,IL18BP,10068,11,11q13.4a
ILMN_1654403,LOC649186,649186,,19q13.43a
ILMN_1654408,TRAF7,84231,16,16p13.3d
ILMN_1654411,CCL18,6362,17,17q12b
ILMN_1654413,C10orf108,414235,10,10p15.3d
ILMN_1654414,ACSL3,2181,2,2q36.1c
ILMN_1654415,PTF1A,256297,10,10p12.2a
ILMN_1654421,MPHOSPH9,10198,12,12q24.31d
ILMN_1654422,ACTN2,88,1,1q43a
ILMN_1654427,LOC653217,653217,1,
ILMN_1654429,C12orf48,55010,12,12q23.2a
ILMN_1654430,LOC731170,731170,,
ILMN_1654436,ZNF251,90987,,8q24.3h
ILMN_1654441,OAT,4942,10,10q26.13d
ILMN_1654445,LOC347292,347292,9,9q31.3a
ILMN_1654452,LOC441378,441378,,
ILMN_1654457,TXN2,25828,22,22q12.3d
ILMN_1654458,FLJ37587,283446,12,12q24.11b
ILMN_1654459,SPANXN1,494118,X,Xq27.3c
ILMN_1654466,PLAC4,191585,21,21q22.3a
ILMN_1654468,ACRV1,56,11,11q24.2b
ILMN_1654473,ZP1,22917,11,11q12.2a
ILMN_1654474,LOC643918,643918,18,
ILMN_1654479,GML,2765,8,8q24.3e-q24.3f
ILMN_1654488,UTX,7403,X,Xp11.3b
ILMN_1654493,LOC649169,649169,,
ILMN_1654496,LOC646168,646168,3,
ILMN_1654497,ATAD1,84896,10,10q23.2b
ILMN_1654504,CLEC7A,64581,12,12p13.2c
ILMN_1654516,TMEM120A,83862,7,7q11.23e
ILMN_1654518,LRCH4,4034,7,7q22.1c
ILMN_1654522,LOC255620,255620,11,11q13.4a
ILMN_1654526,LOC645724,645724,X,
ILMN_1654534,NPSR1,387129,7,7p14.3a
ILMN_1654540,SEMA6D,80031,15,15q21.1c
ILMN_1654541,ATP6V1G2,534,6,6p21.33a
ILMN_1654542,C5orf21,83989,5,5q15a-q15b
ILMN_1654543,MED6,10001,14,14q24.2a
ILMN_1654545,CPSF1,29894,8,8q24.3h
ILMN_1654552,MRPS31,10240,13,13q14.11a
ILMN_1654560,TLR6,10333,4,4p14c
ILMN_1654563,EFNB1,1947,X,Xq13.1a
ILMN_1654566,HSPA1L,3305,6,6p21.33a
ILMN_1654570,TEKT1,83659,17,17p13.2a
ILMN_1654571,FCHO1,23149,19,19p13.11d
ILMN_1654583,CHD1,1105,5,5q21.1a
ILMN_1654586,RASA3,22821,13,13q34d
ILMN_1654588,LOC644577,644577,1,
ILMN_1654594,SLC34A2,10568,4,4p15.2c
ILMN_1654598,IQCA,79781,2,2q37.2b-q37.3a
ILMN_1654602,SDHALP1,NA,,
ILMN_1654606,ZDHHC22,283576,14,14q24.3c
ILMN_1654609,TIGA1,114915,5,5q22.2a
ILMN_1654612,ZNF589,51385,3,3p21.31f
ILMN_1654613,THRA,7067,17,17q21.1b-q21.1c
ILMN_1654626,LOC644727,644727,,8q11.23b
ILMN_1654629,TMEM175,84286,4,4p16.3c
ILMN_1654630,FLJ10404,54540,5,5q35.3a
ILMN_1654632,RGS7BP,401190,5,5q12.3a
ILMN_1654634,LOC652278,652278,,
ILMN_1654637,SETD5,55209,,3p25.3c
ILMN_1654639,HERC6,55008,4,4q22.1b
ILMN_1654641,LOC642521,642521,10,10q22.3f
ILMN_1654653,KLC1,3831,14,14q32.33a
ILMN_1654663,LOC642843,642843,17,17q25.1a
ILMN_1654671,SLMO1,10650,18,18p11.21e-p11.21d
ILMN_1654672,LOC641950,641950,,
ILMN_1654673,LOC442208,442208,,
ILMN_1654677,RAD9B,144715,12,12q24.11c
ILMN_1654685,MCTP1,79772,5,5q15c
ILMN_1654689,ZNF197,10168,3,3p21.32a
ILMN_1654690,CECR5,27440,22,22q11.1d
ILMN_1654691,FKBP3,2287,14,14q21.3b
ILMN_1654692,RALGPS2,55103,1,1q25.2b
ILMN_1654696,C15orf48,84419,15,15q21.1a
ILMN_1654697,ZNF280B,140883,22,22q11.22b
ILMN_1654703,GPR157,80045,1,1p36.23a
ILMN_1654721,LOC645836,645836,8,8p23.1e
ILMN_1654722,MPV17L,255027,16,16p13.11b
ILMN_1654726,LOC645797,645797,11,
ILMN_1654732,OSR2,116039,,8q22.2a
ILMN_1654735,SLCO3A1,28232,15,15q26.1d
ILMN_1654737,TRIM32,22954,9,9q33.1b
ILMN_1654742,GJD4,219770,10,10p11.21b
ILMN_1654759,CLDN22,53842,,4q35.1c
ILMN_1654766,NHEDC2,133308,4,4q24b
ILMN_1654771,LOC647958,647958,,
ILMN_1654772,LOC651511,651511,,
ILMN_1654773,CASK,8573,X,Xp11.4b-p11.4a
ILMN_1654778,LSP1,4046,11,11p15.5b
ILMN_1654779,LOC645355,645355,18,18p11.31b
ILMN_1654786,TRIM6,117854,11,11p15.4c
ILMN_1654792,C8orf15,439940,,8p23.1b
ILMN_1654812,UNC93B1,81622,11,11q13.2a
ILMN_1654819,ZNF589,51385,3,3p21.31f
ILMN_1654823,MGC70863,284942,22,22q13.33b
ILMN_1654851,FAM134A,79137,2,2q35f
ILMN_1654854,MURC,347273,9,9q31.1a
ILMN_1654855,DCX,1641,X,Xq22.3d-q23a
ILMN_1654857,LOC645971,645971,19,19q13.33b
ILMN_1654858,ZNF818,390963,19,19q13.41b
ILMN_1654861,ACO2,50,22,22q13.2a
ILMN_1654864,C1orf58,148362,1,1q41e
ILMN_1654866,RANBP2,5903,2,2q13a
ILMN_1654870,LOC648460,648460,,
ILMN_1654871,LOC391574,391574,,
ILMN_1654875,CLC,1178,19,19q13.2b
ILMN_1654890,LENG8,114823,19,19q13.42a
ILMN_1654893,SCAMP2,10066,15,15q24.1b
ILMN_1654895,C9orf14,158035,,
ILMN_1654899,CT47.6,728062,X,Xq24d-q24e
ILMN_1654900,LOC649851,649851,,
ILMN_1654915,LOC646786,646786,6,
ILMN_1654916,KIF7,374654,15,15q26.1b
ILMN_1654920,HNRPH3,3189,10,10q21.3d
ILMN_1654922,LOC642718,642718,1,
ILMN_1654939,TMED2,10959,12,12q24.31d
ILMN_1654942,NFIC,4782,19,19p13.3f
ILMN_1654945,DNMT3A,1788,2,2p23.3c
ILMN_1654946,ZSCAN18,65982,19,19q13.43c
ILMN_1654950,LOC650744,650744,,
ILMN_1654965,LOC646804,646804,1,1q24.3a
ILMN_1654966,SCARA3,51435,8,8p21.1e
ILMN_1654973,LOC642804,642804,X,
ILMN_1654979,EPHA6,285220,3,3q11.2c
ILMN_1654980,OTOA,146183,16,16p12.2a
ILMN_1654987,HCG2P7,NA,6,
ILMN_1654997,P2RX3,5024,11,11q12.1a
ILMN_1654998,SMEK1,55671,14,14q32.12a
ILMN_1655011,SERF1B,728492,5,5q13.2a
ILMN_1655026,LOC647979,647979,,
ILMN_1655039,SLC27A4,10999,9,9q34.11b
ILMN_1655045,LOC728012,728012,6,6q16.3a
ILMN_1655046,NUTF2,10204,16,16q22.1b
ILMN_1655047,LOC645848,645848,5,5q35.3b
ILMN_1655051,FAM86B1,85002,8,8p23.1a
ILMN_1655052,TRNT1,51095,3,3p26.3a
ILMN_1655068,TOM1L2,146691,17,17p11.2g
ILMN_1655077,PRDM1,639,6,6q21c
ILMN_1655080,HSPCAL3,3324,11,11p14.1d
ILMN_1655086,BNC1,646,,15q25.2b
ILMN_1655093,LOC727773,727773,2,
ILMN_1655095,CNGA4,1262,11,11p15.4c
ILMN_1655096,LOC645931,645931,1,1p22.2a
ILMN_1655100,LOC644680,644680,15,
ILMN_1655114,ABR,29,17,17p13.3f-p13.3e
ILMN_1655117,WDR19,57728,4,4p14c
ILMN_1655126,PI4KAP2,375133,,22q11.21f
ILMN_1655136,FLJ31813,326332,,
ILMN_1655137,ZCCHC11,23318,1,1p32.3d
ILMN_1655140,LOC647656,647656,,
ILMN_1655144,LOC644300,644300,1,
ILMN_1655151,LOC729639,729639,16,16p13.3d
ILMN_1655154,PTBP1,5725,19,19p13.3i
ILMN_1655155,PRPS1L1,221823,7,7p21.1b
ILMN_1655161,MORN1,79906,1,1p36.33a-p36.32c
ILMN_1655162,LOC642032,642032,,
ILMN_1655163,STK24,8428,13,13q32.2b
ILMN_1655165,RNF138,51444,18,18q12.1e
ILMN_1655167,ZNF502,91392,3,3p21.31k
ILMN_1655170,LOC646366,646366,6,6p22.1a
ILMN_1655171,PCDHGC5,56097,5,5q31.3c
ILMN_1655177,PIK4CA,5297,22,22q11.21e
ILMN_1655190,LOC649044,649044,,
ILMN_1655191,CASZ1,54897,1,1p36.22c
ILMN_1655194,PHF17,79960,4,4q28.2b
ILMN_1655195,SMA4,11039,5,5q13.2a
ILMN_1655196,FLJ21767,401331,,7p13d
ILMN_1655201,C21orf70,85395,21,21q22.3e
ILMN_1655206,ZBTB34,403341,9,9q33.3b
ILMN_1655210,BPY2,9083,Y,Yq11.223c
ILMN_1655211,LOC644885,644885,,10p13c
ILMN_1655218,NFAT5,10725,16,16q22.1e
ILMN_1655225,C19orf25,148223,19,19p13.3h
ILMN_1655229,SLC7A11,23657,4,4q28.3i
ILMN_1655230,GPATC4,54865,1,1q23.1a
ILMN_1655240,TAS1R2,80834,,1p36.13b
ILMN_1655241,PURG,29942,8,8p12e
ILMN_1655244,LOC642755,642755,15,15q11.2c
ILMN_1655245,MDM1,56890,12,12q15b
ILMN_1655250,LOC643429,643429,11,
ILMN_1655251,KRTAP3-1,83896,17,17q21.2a
ILMN_1655261,ERP27,121506,12,12p12.3e
ILMN_1655269,C2orf66,401027,2,2q33.1a
ILMN_1655272,SLC23A2,9962,20,20p13a
ILMN_1655275,LOC648905,648905,,
ILMN_1655283,INPP4A,3631,2,2q11.2c
ILMN_1655296,UTRN,7402,6,6q24.2b-q24.2c
ILMN_1655306,SAPS2,9701,,22q13.33b
ILMN_1655307,FAM136A,84908,2,2p14a
ILMN_1655311,LOC145853,145853,15,15q23a
ILMN_1655312,HPS5,11234,11,11p15.1d-p15.1c
ILMN_1655316,PSMC6,5706,14,14q22.1d
ILMN_1655329,RIOK2,55781,5,5q15e
ILMN_1655330,SPAG11B,10407,8,8p23.1e
ILMN_1655334,LOC650628,650628,,
ILMN_1655340,RNF181,51255,2,2p11.2f
ILMN_1655341,PLAC8L1,153770,5,5q32c
ILMN_1655347,SCGB1A1,7356,11,11q12.3a
ILMN_1655348,GPR1,2825,2,2q33.3b
ILMN_1655365,LOC129881,129881,2,2q31.1a
ILMN_1655374,SELV,348303,19,19q13.2a
ILMN_1655377,MRPS22,56945,3,3q23a
ILMN_1655380,LOC652517,652517,,
ILMN_1655382,DCLRE1B,64858,1,1p13.2b
ILMN_1655387,PRDM16,63976,1,1p36.32c-p36.32b
ILMN_1655403,LOC730083,730083,16,16p12.2c
ILMN_1655404,LOC730344,730344,,
ILMN_1655405,SCARF2,91179,22,22q11.21e
ILMN_1655408,LOC644023,644023,,2q11.2e
ILMN_1655413,LOC652857,652857,,
ILMN_1655414,TNFSF14,8740,19,19p13.3a
ILMN_1655418,CAPNS1,826,19,19q13.12b
ILMN_1655421,LOC338586,338586,10,10q22.3e
ILMN_1655422,RPL17,6139,18,18q21.1f
ILMN_1655426,KLK3,354,19,19q13.33c
ILMN_1655428,LOC442711,442711,,
ILMN_1655429,TNFAIP1,7126,17,17q11.2a
ILMN_1655433,BCKDHB,594,6,6q14.1d
ILMN_1655444,LOC728492,728492,5,5q13.2a
ILMN_1655446,XKR6,286046,8,8p23.1b
ILMN_1655449,OR5R1,219479,11,11q11c
ILMN_1655454,LOC645033,645033,4,
ILMN_1655462,LOC388922,388922,2,
ILMN_1655468,DSG3,1830,18,18q12.1d
ILMN_1655469,TSPAN3,10099,15,15q24.3a
ILMN_1655474,RNASE9,390443,14,14q11.2b
ILMN_1655479,LOC642660,642660,12,
ILMN_1655482,TRIM27,5987,6,6p22.1a
ILMN_1655485,C1orf124,83932,1,1q42.2a
ILMN_1655489,FLJ41352,150776,2,2q21.1d
ILMN_1655490,LOC728343,728343,X,Xq22.1d
ILMN_1655497,EIF4B,1975,12,12q13.13e
ILMN_1655498,FLJ25404,146378,,16p11.2d
ILMN_1655504,IFT81,28981,12,12q24.11c
ILMN_1655509,ASAH1,427,8,8p22a
ILMN_1655510,LOC642212,642212,,
ILMN_1655517,LOC654078,654078,,
ILMN_1655519,LOC645651,645651,8,8p23.1e
ILMN_1655521,DMRTA1,63951,9,9p21.3c
ILMN_1655525,FLCN,201163,17,17p11.2h
ILMN_1655529,LOC652803,652803,,
ILMN_1655532,ASB6,140459,9,9q34.11d
ILMN_1655537,ING1,3621,13,13q34a
ILMN_1655545,ZMYND12,84217,1,1p34.2b
ILMN_1655549,SIGLEC10,89790,19,19q13.33d
ILMN_1655551,LOC645690,645690,19,
ILMN_1655557,INTS6,26512,13,13q14.3c
ILMN_1655561,ARPC3,10094,12,12q24.11c
ILMN_1655563,KIAA0427,9811,18,18q21.1d-q21.1e
ILMN_1655564,KIAA1245,149013,,
ILMN_1655565,UGT3A2,167127,5,5p13.2c
ILMN_1655572,C6orf59,NA,,
ILMN_1655577,TIAM1,7074,21,21q22.11a
ILMN_1655595,SERPINE2,5270,2,2q36.1d
ILMN_1655605,LOC727987,727987,21,21q11.2b
ILMN_1655608,KLHL18,23276,3,3p21.31g
ILMN_1655610,RET,5979,10,10q11.21a
ILMN_1655611,TSHZ2,128553,20,20q13.2b
ILMN_1655612,ARRDC2,27106,19,19p13.11c
ILMN_1655613,GSTA2,2939,6,6p12.1d
ILMN_1655614,DSP,1832,6,6p24.3c
ILMN_1655615,LOC646932,646932,9,9p13.3b
ILMN_1655622,PRKRIR,5612,11,11q13.5b
ILMN_1655623,LOC731884,731884,,
ILMN_1655624,LOC641958,641958,,
ILMN_1655625,GPATCH1,55094,19,19q13.11b
ILMN_1655626,FLJ10404,54540,5,5q35.3a
ILMN_1655632,DVL1,1855,1,1p36.33a
ILMN_1655635,METTL3,56339,14,14q11.2d
ILMN_1655637,UPK1A,11045,19,19q13.12a
ILMN_1655642,FANCI,55215,15,15q26.1a
ILMN_1655644,ZNF804A,91752,2,2q32.1c
ILMN_1655645,AK2,204,1,1p35.1b
ILMN_1655654,MPDU1,9526,17,17p13.1d
ILMN_1655659,LOC203510,203510,,Xq23b
ILMN_1655663,SC65,10609,17,17q21.2b
ILMN_1655664,DGKD,8527,2,2q37.1d
ILMN_1655684,SARS2,54938,19,19q13.2a
ILMN_1655690,CDR1,1038,X,Xq27.1d
ILMN_1655694,LOC642031,642031,,
ILMN_1655701,LOC647974,647974,,
ILMN_1655702,ABHD5,51099,3,3p21.33e
ILMN_1655710,LOC642989,642989,1,
ILMN_1655711,PRLHR,2834,10,10q26.11b
ILMN_1655713,OR2M7,391196,1,1q44f
ILMN_1655715,LOC644171,644171,12,12q23.2a
ILMN_1655720,CNNM4,26504,2,2q11.2a
ILMN_1655722,BCL2L15,440603,1,1p13.2b
ILMN_1655733,RFC2,5982,7,7q11.23b
ILMN_1655734,BXDC5,80135,1,1p22.3f
ILMN_1655740,SNAI2,6591,8,8q11.21c
ILMN_1655748,ZNF323,64288,6,6p22.1b
ILMN_1655754,LOC402066,402066,2,
ILMN_1655755,LOC400879,400879,22,22q11.1c
ILMN_1655758,LOC646407,646407,19,19p13.13a
ILMN_1655765,MRPS21,54460,1,1q21.2b
ILMN_1655766,ANKRD34B,340120,5,5q14.1e
ILMN_1655771,LOC643502,643502,18,
ILMN_1655773,LOC647541,647541,,
ILMN_1655780,METTL10,399818,10,10q26.13d
ILMN_1655783,ATP1B3,483,,3q23c
ILMN_1655788,ZNF780A,284323,19,19q13.2b
ILMN_1655789,LOC643356,643356,4,
ILMN_1655796,MARCH3,115123,,5q23.2e-q23.2f
ILMN_1655809,SF3A1,10291,22,22q12.2b
ILMN_1655819,LOC728919,728919,17,
ILMN_1655821,CAPG,822,2,2p11.2g
ILMN_1655827,COPS2,9318,15,15q21.1d
ILMN_1655842,LOC442597,442597,,
ILMN_1655844,TAF1A,9015,1,1q41e
ILMN_1655849,GSC,145258,14,14q32.13b
ILMN_1655860,LOC651506,651506,,
ILMN_1655863,LOC646193,646193,,Xq13.3c
ILMN_1655864,LOC653853,653853,,
ILMN_1655867,HRASLS,57110,3,3q29b
ILMN_1655868,ANP32C,23520,4,4q32.3a
ILMN_1655871,LOC647384,647384,,
ILMN_1655876,TMEM159,57146,16,16p12.2b
ILMN_1655880,CHST11,50515,12,12q23.3a-q23.3b
ILMN_1655884,ATP2A2,488,12,12q24.11c
ILMN_1655892,TMEM32,93380,X,Xq26.3b
ILMN_1655893,C9orf93,203238,9,9p22.3b-p22.3a
ILMN_1655894,MYL1,4632,2,2q34b
ILMN_1655904,ROR1,4919,1,1p31.3c
ILMN_1655905,DEFB131,644414,4,4p16.1c
ILMN_1655906,FBXW7,55294,4,4q31.3c
ILMN_1655909,LOC649858,649858,,
ILMN_1655913,NUCB2,4925,11,11p15.1d
ILMN_1655915,MMP11,4320,22,22q11.23a
ILMN_1655921,GTF2E1,2960,3,3q13.33b
ILMN_1655922,SAPS2,9701,,22q13.33b
ILMN_1655924,TRNT1,51095,3,3p26.3a
ILMN_1655930,ELL2,22936,,5q15d
ILMN_1655932,RPE,6120,2,2q34b
ILMN_1655935,ADCY7,113,16,16q12.1c
ILMN_1655938,LOC650721,650721,,
ILMN_1655940,LOC652068,652068,,
ILMN_1655941,DKFZp434N035,84222,22,22q11.21e
ILMN_1655949,LOC653107,653107,10,10q11.22b
